2021-09-01,1
2021-11-21,1
2021-11-29,1
2022-01-21,1
2022-01-22,1
2022-02-04,1
2022-02-07,1
2022-02-12,2
2022-02-13,1
2022-02-14,1
2022-02-15,4
2022-02-16,2
2022-02-17,2
2022-02-18,2
2022-02-19,5
2022-02-20,3
2022-02-21,2
2022-02-22,4
2022-02-23,6
2022-02-24,3
2022-02-25,26
2022-02-26,18
2022-02-27,21
2022-02-28,21
2022-03-01,24
2022-03-02,30
2022-03-03,26
2022-03-04,23
2022-03-05,19
2022-03-06,16
2022-03-07,21
2022-03-08,25
2022-03-09,20
2022-03-10,22
2022-03-11,22
2022-03-12,14
2022-03-13,13
2022-03-14,25
2022-03-15,25
2022-03-16,19
2022-03-17,15
2022-03-18,11
2022-03-19,9
2022-03-20,15
2022-03-21,26
2022-03-22,21
2022-03-23,27
2022-03-24,18
2022-03-25,13
2022-03-26,14
2022-03-27,12
2022-03-28,26
2022-03-29,29
2022-03-30,48
2022-03-31,30
2022-04-01,34
2022-04-02,18
2022-04-03,27
2022-04-04,59
2022-04-05,57
2022-04-06,58
2022-04-07,51
2022-04-08,44
2022-04-09,38
2022-04-10,41
2022-04-11,92
2022-04-12,53
2022-04-13,69
2022-04-14,56
2022-04-15,35
2022-04-16,30
2022-04-17,33
2022-04-18,69
2022-04-19,81
2022-04-20,77
2022-04-21,66
2022-04-22,57
2022-04-23,41
2022-04-24,43
2022-04-25,66
2022-04-26,109
2022-04-27,92
2022-04-28,84
2022-04-29,87
2022-04-30,69
2022-05-01,65
2022-05-02,86
2022-05-03,136
2022-05-04,110
2022-05-05,92
2022-05-06,82
2022-05-07,68
2022-05-08,60
2022-05-09,127
2022-05-10,97
2022-05-11,110
2022-05-12,91
2022-05-13,77
2022-05-14,66
2022-05-15,75
2022-05-16,110
2022-05-17,97
2022-05-18,109
2022-05-19,105
2022-05-20,97
2022-05-21,70
2022-05-22,69
2022-05-23,114
2022-05-24,115
2022-05-25,116
2022-05-26,113
2022-05-27,81
2022-05-28,61
2022-05-29,85
2022-05-30,143
2022-05-31,138
2022-06-01,111
2022-06-02,103
2022-06-03,107
2022-06-04,70
2022-06-05,65
2022-06-06,98
2022-06-07,141
2022-06-08,157
2022-06-09,126
2022-06-10,97
2022-06-11,78
2022-06-12,99
2022-06-13,151
2022-06-14,133
2022-06-15,114
2022-06-16,125
2022-06-17,99
2022-06-18,78
2022-06-19,97
2022-06-20,127
2022-06-21,143
2022-06-22,118
2022-06-23,107
2022-06-24,74
2022-06-25,83
2022-06-26,90
2022-06-27,181
2022-06-28,136
2022-06-29,154
2022-06-30,154
2022-07-01,135
2022-07-02,98
2022-07-03,119
2022-07-04,195
2022-07-05,206
2022-07-06,216
2022-07-07,182
2022-07-08,190
2022-07-09,140
2022-07-10,159
2022-07-11,221
2022-07-12,235
2022-07-13,224
2022-07-14,236
2022-07-15,214
2022-07-16,174
2022-07-17,173
2022-07-18,258
2022-07-19,237
2022-07-20,248
2022-07-21,217
2022-07-22,205
2022-07-23,157
2022-07-24,171
2022-07-25,256
2022-07-26,249
2022-07-27,234
2022-07-28,238
2022-07-29,197
2022-07-30,165
2022-07-31,166
2022-08-01,248
2022-08-02,227
2022-08-03,216
2022-08-04,217
2022-08-05,183
2022-08-06,143
2022-08-07,164
2022-08-08,222
2022-08-09,217
2022-08-10,188
2022-08-11,192
2022-08-12,177
2022-08-13,130
2022-08-14,145
2022-08-15,208
2022-08-16,205
2022-08-17,217
2022-08-18,199
2022-08-19,178
2022-08-20,123
2022-08-21,157
2022-08-22,220
2022-08-23,176
2022-08-24,178
2022-08-25,159
2022-08-26,148
2022-08-27,87
2022-08-28,109
2022-08-29,187
2022-08-30,171
2022-08-31,159
2022-09-01,137
2022-09-02,126
2022-09-03,83
2022-09-04,104
2022-09-05,173
2022-09-06,141
2022-09-07,153
2022-09-08,131
2022-09-09,129
2022-09-10,71
2022-09-11,89
2022-09-12,146
2022-09-13,124
2022-09-14,147
2022-09-15,120
2022-09-16,92
2022-09-17,61
2022-09-18,74
2022-09-19,132
2022-09-20,113
